里 10
理 10
力 10
利 10
立 10
李 8
离 6
历 6
礼 5
例 4
丽 3
吏 2
厉 1
隶 1
黎 1
励 1
哩 1
粒 1
璃 1
莉 1
厘 1
栗 1
梨 1
狸 1
俚 1
笠 1
篱 1
罹 1
鲤 1
犁 1
醴 1
戾 1
蠡 1
漓 1
俐 1
詈 1
雳 1
痢 1
荔 1
莅 1
沥 1
砾 1
藜 1
俪 1
骊 1
砺 1
逦 1
澧 1
釐 1
郦 1
粝 1
蛎 1
嫠 1
栎 1
跞 1
缡 1
娌 1
疠 1
鹂 1
溧 1
枥 1
呖 1
悝 1
唳 1
蜊 1
苈 1
锂 1
轹 1
篥 1
傈 1
鲡 1
黧 1
鳢 1
裡 1
喱 1
離 1
纚 1
猁 1
綟 1
蓠 1
褵 1
疬 1
盭 1
鱧 1
醨 1
艃 1
麜 1
粴 1
磿 1
麗 1
坜 1
苙 1
鯏 1
粚 1
讈 1
砅 1
裏 1
隸 1
蛠 1
邌 1
禮 1
謧 1
脷 1
菞 1
鋫 1
蒞 1
藶 1
鬁 1
蠣 1
鯉 1
矖 1
鸝 1
蒚 1
糲 1
茘 1
觻 1
錅 1
蜧 1
轣 1
盠 1
赲 1
鯬 1
筣 1
籬 1
鋰 1
鱺 1
穲 1
蚸 1
鴗 1
鉝 1
鱳 1
